id_video,c1_description,c2_description,c3_description,c4_description,c5_description,c6_description,c7_description,c8_description
p_028,"The user performs two gestures in sequence: first, raising the right hand with the index finger extended upward while the other fingers are curled, followed by touching the right side of the face near the cheek with the right hand.","The user performs a gesture where one hand is raised with the index finger extended upward, while the other hand remains in motion near the body.","The user performs a gesture where both hands, with fingers slightly bent, move towards the sides of the head and make contact near the ears, maintaining this position briefly.","The user performs a gesture sequence where the right hand briefly touches the side of the head with fingers curled, then transitions to extending the index and pinky fingers upward while the hand is oriented outward.","The user performs a single hand gesture characterized by rapid upward and downward arm movements with the hand open and fingers extended, without interaction with the head.","The user performs a gesture involving one hand moving upward in a waving motion, followed by a stationary open hand held upright.","The user raises their right hand with the index finger extended upward while the other fingers are curled, maintaining this pose without significant movement.","The user performs a gesture where one hand moves diagonally across the body with fingers extended, followed by an open palm gesture with the hand facing upward."
p_029,"The user performs a sequence of gestures involving the right hand moving upward with fingers extended, transitioning to a pointing motion with the index finger raised, followed by a downward motion, and concluding with both hands clasped together.","The user performs a gesture with the right hand, raising it with the index finger extended and moving it slightly upward, followed by lowering the hand back down.","The user performs a sequence of gestures starting with a raised open hand with fingers spread facing forward, transitioning to a circular motion with the thumb and index finger forming a ring while the other fingers are extended, followed by a tapping motion with the hands clasped together.","The user performs a gesture with an open hand facing forward, fingers spread, followed by a waving motion, and then transitions to a rapid downward movement with a closed fist.","The user performs a sequence of gestures involving the right hand moving diagonally across the body with fingers extended and palm facing outward, followed by rapid waving motions, and concludes with both hands clapping together.","The user performs a sequence of gestures involving the right hand moving side-to-side with fingers extended and palm facing outward, followed by the left hand crossing the body diagonally with fingers extended and palm facing downward.","The user performs a gesture by raising their right hand with the index finger extended upward, holding it briefly, and then lowering the hand while the fingers return to a relaxed position.","The user performs a sequence of gestures involving the right hand rising with fingers extended and slightly spread, moving upward and then downward in a waving motion, followed by the hand returning to rest."
p_030,"The user performs two gestures in sequence: first, raising the right hand with the index finger extended and touching the side of the head, followed by a thumbs-up gesture with the right hand, moving it slightly upward and outward.","The user performs a sequence of gestures: first, the right hand touches the side of the head near the ear with fingers slightly bent, followed by a thumbs-down gesture with the right hand moving downward.","The user performs a sequence of gestures: first, raising the index finger near the side of the head; then, extending the hand with fingers spread upward; followed by a pinching motion with the thumb and index finger; and finally lowering the hand back to a resting position.","The user performs a sequence of gestures starting with the right hand touching the side of the face with the index finger, followed by raising the hand with fingers extended and palm facing outward, and concluding with a downward waving motion of the hand.","The user performs a sequence of gestures starting with raising one hand vertically with fingers extended and palm facing outward, followed by both hands interacting with one palm facing upward and the other moving horizontally above it, and concludes with circular hand movements before returning to a resting position.","The user performs a sequence of gestures involving one hand briefly touching the face, followed by both hands interacting with each other in a horizontal clapping motion, transitioning into an open palm pose with upward-facing hands, and concluding with a return to resting position.","The user performs a gesture sequence involving raising the right hand with the index finger extended upward, followed by a downward motion and a return to a resting position.",The user performs a clapping gesture with both hands repeatedly coming together in front of the body.
p_031,"The user performs a gesture with one hand, extending the index finger while the other fingers remain curled, moving the hand forward and slightly upward in a pointing motion.","The user performs a gesture with one hand, extending the index finger while the other fingers remain curled, moving the hand forward and slightly upward, then retracting it back to the initial position.",The user does not perform any hand gestures.,The user does not perform any gesture.,"The user performs a gesture by extending the index finger of the right hand while the other fingers remain curled, pointing forward, followed by retracting the hand back to a neutral position.","The user performs a gesture by raising their right hand, extending the index finger upward while the other fingers remain curled, and moves the hand slightly forward and downward in a pointing motion.","The user raises their right hand, extends the index finger upward while the other fingers remain curled, and holds this position steadily.","The user performs a gesture where both hands, with fingers slightly spread and curved, move upward and downward alternately in a rhythmic motion."
p_032,"The user performs a gesture by raising their right hand to touch the side of their head, followed by a gesture with the left hand where the index and middle fingers are extended upward while the other fingers are curled, and then both hands return to resting positions.","The user performs a sequence of gestures: first, the right hand moves to touch the side of the head near the ear, followed by the left hand forming a pointing gesture with the index finger extended and moving upward, and finally both hands move downward with fingers curled into fists.","The user performs a gesture by raising their right hand to touch the side of their head with the palm facing inward, followed by lowering the hand back to its initial position.","The user performs a sequence of gestures: first, both hands are clenched into fists and move up and down near the face; then, the hands open with fingers spread wide, moving outward and upward; finally, the hands come together in a clapping motion.","The user performs two sequential gestures: first, raising the right hand with fingers extended and palm facing outward, followed by moving the right hand to touch the head and then lowering it diagonally across the chest.","The user performs a sequence of gestures starting with the right hand moving diagonally upward across the body with fingers extended, followed by a waving motion with the hand near the head, and concludes with the hand returning downward.","The user performs a gesture by raising their right hand with fingers extended and palm facing forward, followed by lowering the hand and briefly touching the right side of their head with a closed fist.","The user performs a waving gesture with the right hand, fingers extended and slightly spread, moving side to side near the head."
p_033,"The user performs a sequence of gestures involving an open palm facing upward, followed by a vertical hand wave with fingers extended, transitioning into a pinching motion with the thumb and index finger, and concluding with repeated vertical hand waves.","The user performs a sequence of gestures involving one hand moving vertically up and down near the head, followed by a horizontal sweeping motion above the table, and concludes with both hands returning to a resting position.","The user performs a sequence of gestures with one hand, starting with a vertical upward motion, transitioning to a raised open palm facing outward, followed by a horizontal sweeping motion, and ending with a downward tapping motion.","The user performs a sequence of gestures involving the right hand moving from a resting position to a wave-like motion with the palm facing outward, followed by raising the hand above the head with the palm angled outward, and then returning to a resting position.","The user performs a sequence of gestures starting with resting their chin on a closed fist, transitioning to clapping both hands together multiple times, and ending with both hands clasped together on the table.","The user performs a sequence of gestures involving clapping hands together, followed by a motion of rubbing the hands against each other.","The user performs a gesture sequence where the right hand moves upward with a closed fist, extends the index finger pointing upward, holds the position briefly, and then returns to a downward motion with a closed fist.","The user performs a sequence of gestures including clapping with both hands, followed by a motion resembling alternating fist pumps."
p_034,"The user performs two gestures in sequence: first, a hand wave with fingers extended and palm facing outward, followed by holding the hand near the side of the head with fingers spread and palm facing forward.","The user performs a sequence of gestures involving raising an open hand with fingers spread, transitioning to a pinching motion with the thumb and index finger, and then returning to a neutral position.","The user performs a gesture where the right hand moves upward to touch the chin with the fingers, followed by forming a pinching pose with the thumb and index finger while the hand remains elevated.","The user performs two gestures in sequence: first, raising the hand with fingers spread and slightly curved near the head, followed by a pinching motion with the thumb and index finger while the hand moves slightly forward.","The user performs a waving gesture with an open hand, fingers extended and slightly spread, moving side to side, followed by a stationary open palm held close to the camera.","The user performs a sequence of gestures, starting with a small circular motion of the hand with fingers slightly curled, transitioning to an open palm moving forward toward the camera, followed by a waving motion, and ending with a raised hand with fingers extended and stationary.","The user performs a gesture by raising their hand with the index finger extended upward while the other fingers are curled, maintaining this pose briefly before lowering the hand.","The user performs a waving gesture with an open hand, fingers spread, moving side to side, followed by a pinching gesture with the thumb and index finger coming together."
p_035,"The user performs two sequential gestures: first, a flat hand with fingers extended and palm facing downward moves horizontally, followed by a bent arm with a loosely closed fist moving vertically downward.","The user performs a sequence of gestures starting with raising the right hand vertically with fingers extended and palm facing forward, transitioning to a horizontal motion with the palm facing downward, and concluding with a downward movement of the hand.","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward, followed by a downward patting motion with the same hand, palm facing downward.","The user performs a sequence of gestures starting with the right hand moving upward to a raised open palm facing forward, followed by a waving motion, and then lowering the hand back down.","The user performs two combined gestures: first, the right hand moves upward to cover the face with the palm, fingers extended and slightly curved, followed by a downward motion of the hand with the palm facing inward and fingers loosely curled.","The user performs a sequence of gestures involving the right hand moving upward to touch the side of the head, transitioning to covering the face with the palm, then moving above the head, and finally returning to touch the side of the head before lowering back to the initial position.","The user performs a sequence of gestures starting with the right hand moving upward and forward with fingers slightly curled, transitioning to an open palm facing outward, held steady, and then returning downward.","The user performs a gesture where both hands are raised with fingers slightly spread, palms facing outward, and then gradually lowered while maintaining the same orientation."
p_036,"The user performs a gesture with the right hand, raising the index finger while the hand moves in a circular motion, followed by a downward movement.","The user performs a repeated upward flicking motion with the right hand, primarily using the index finger extended while the other fingers remain curled, with the hand oriented palm inward.","The user performs a sequence of gestures starting with one hand raised vertically near the head, followed by both hands clapping together multiple times.","The user performs a sequence of gestures involving one hand moving vertically with an open palm while the other hand remains stationary with an open palm facing upward, followed by both hands clapping together multiple times.","The user performs a sequence of gestures involving raising both hands with fingers spread, bringing palms together in front of the face, and then moving both hands up and down rapidly with fingers extended before returning to a resting position.","The user performs a sequence of gestures starting with both hands raised and waving side to side, transitioning to both hands brought together in front of the face with palms touching and fingers pointing upward, followed by rapid hand movements near the chest.","The user performs a waving gesture with the right hand, fingers extended and palm facing forward, moving side to side.","The user performs a waving gesture with the right hand, characterized by an open palm, fingers extended, and side-to-side movement near the head."
p_037,"The user performs a sequence of gestures starting with the right hand raised near the head with fingers slightly spread and palm facing outward, followed by a downward motion of both hands with closed fists.","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to the initial position.","The user performs two gestures in sequence: first, a forward motion with the right hand, fingers extended and palm facing left, followed by placing the right hand on the face, covering the lower part with fingers spread.","The user extends their right hand forward with fingers spread apart, transitioning from a relaxed position to a fully open hand gesture.","The user performs a sequence of gestures starting with both hands moving horizontally in a sweeping motion, transitioning to crossing both arms with hands open and palms facing outward, and then returning to a resting position.","The user performs a sequence of gestures starting with both hands forming fists with thumbs extended upward, transitioning into a thumbs-up pose, and then returning to a neutral resting position.","The user raises their right hand with the index finger extended upward while the other fingers are curled, maintains this pose for several frames, and later transitions to extending both the index and middle fingers upward.","The user performs a sequence of gestures starting with a closed fist, transitioning to an open hand with fingers extended and palm facing outward, followed by a downward sweeping motion with the open hand."
p_038,The user does not perform any hand gestures.,The user does not perform any hand gesture.,The user does not perform any hand gestures.,The user performs a single hand gesture by raising their right hand with a closed fist and moving it slightly forward.,"The user performs a gesture sequence where the right hand moves upward to touch the top of the head with fingers extended, followed by a downward sweeping motion of the hand in front of the body.",The user performs a single hand gesture where the right hand moves upward and briefly touches the head before returning to a resting position.,"The user performs a gesture by raising their right hand with the index finger extended upward, followed by a slight circular motion of the hand.","The user performs a gesture where the right hand moves upward to touch the right side of the neck with the fingers, then rests briefly before returning downward."
p_039,"The user performs two gestures in sequence: first, the right hand moves to touch the side of the head with fingers slightly bent, and second, the hand transitions to an open palm facing upward with fingers spread apart.","The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing outward, followed by touching the face with the fingertips, and then resting the chin on the hand.",The user does not perform any hand gestures.,"The user performs a gesture with the right hand, extending the index finger while the other fingers remain curled, moving the hand slightly forward and then retracting it.",The user does not perform any hand gestures.,"The user performs a gesture where the right hand points with the index finger extended, while the left hand forms a horizontal ""L"" shape with the thumb and index finger, and the right index finger moves to trace the outline of the ""L"" shape.","The user performs a gesture with the right hand, initially moving upward with fingers extended and slightly spread, then transitioning to a waving motion with the hand oriented palm outward, followed by a gradual lowering of the hand.","The user performs a sequence of gestures with the right hand, starting with a pointing motion near the chest, transitioning to an upward wave-like motion with fingers spread, and ending with a downward movement while the hand remains open."
p_040,"The user performs a sequence of gestures with the right hand, starting with a raised hand and fingers slightly curled, transitioning into an upward motion, and ending with a downward waving motion.","The user performs a sequence of gestures with the right hand, starting with a downward motion near the lap, transitioning to a rapid upward movement, and ending with the hand raised and fingers slightly curled.","The user performs a rapid upward and downward motion with a closed fist, followed by a sweeping motion with an open hand, palm facing downward.","The user performs a gesture with the right hand moving upward and downward near the face, with fingers loosely curled and the palm facing inward.","The user performs a sequence of gestures starting with an open hand raised and facing forward, transitioning to a single raised index finger pointing upward, followed by a downward motion with fingers extended, and ending with no gesture.","The user performs a sequence of gestures starting with hands clapping together, transitioning to raising both hands with fingers spread upward, and ending with rapid waving movements of both hands.","The user performs a sequence of gestures starting with the right hand moving upward with fingers extended, transitioning to a raised position with the index finger pointing upward, followed by a downward waving motion with the hand open and fingers relaxed.","The user performs a single-hand gesture where the right hand, with fingers extended and slightly spread, moves in an upward and downward waving motion, followed by a forward-reaching motion with the palm facing downward."
p_041,"The user performs a gesture with the right hand, raising the index finger vertically while the other fingers remain curled, followed by a downward movement of the hand with the index finger pointing forward.","The user performs a sequence of gestures starting with the right hand raised, index finger extended and pointing upward, followed by a downward motion of the hand with the index finger pointing downward.","The user raises their right hand with the index finger extended upward, then transitions to bringing the hand closer to the face with the fingers curled into a loose fist.","The user performs a gesture by raising their right hand with fingers slightly spread, moving it towards the right side of their face, touching the cheek and ear area, then sliding the hand down along the hair before returning it to a resting position.","The user performs a sequence of gestures starting with the right hand moving upward with fingers slightly curled, transitioning to both hands raised with fingers spread and touching the sides of the face, followed by both hands covering the face, and finally lowering both hands back to a resting position.","The user performs a sequence of gestures starting with both hands raised and fingers slightly curled, transitioning to forming a heart shape with both hands near the face, and then returning to a neutral position.","The user performs a gesture with the right hand, initially raising the index finger upward while the other fingers are curled, followed by a downward movement of the hand with the fingers slightly relaxed.","The user performs a gesture where both hands move together to clap lightly and then transition into a pose with palms pressed together, fingers pointing upward, held near the chest."
p_042,"The user performs a single hand gesture with the right hand, starting palm up and fingers relaxed, then raising the hand with fingers slightly spread and moving it in a subtle upward and downward motion.","The user performs a sequence of gestures with the right hand, starting with an upward palm-facing gesture, transitioning to a raised open hand with fingers spread, followed by a gradual lowering of the hand with the palm facing downward, and ending with the hand returning to a resting position.","The user performs a gesture with the right hand, raising it slightly with fingers extended and relaxed, followed by a downward motion with the hand while maintaining a similar finger posture.",The user does not perform any hand gestures.,"The user performs multiple gestures, including raising a hand with fingers extended, pointing with the index finger, and waving with an open hand, followed by sweeping motions with the hand.",The user does not perform any hand gestures.,"The user performs a sequence of gestures involving raising one hand with the index finger extended and touching the face near the chin, followed by a gesture with the hand slightly open and palm facing upward.","The user performs a single hand gesture with the right hand, starting with an upward palm orientation and fingers loosely extended, transitioning into a waving motion with the fingers flexing and extending."
p_043,"The user performs a gesture by raising their right hand with the index finger extended upward, followed by pointing forward with the same finger, alternating between these two poses.","The user alternates between pointing with the index finger of each hand, with the fingers extended and oriented upward, while occasionally moving the hands slightly forward and backward.","The user performs a gesture by resting their chin on the back of their hand, with fingers curled inward and the thumb extended upward along the side of the face.",The user does not perform any hand gestures in the sequence of images.,"The user performs a gesture where the right hand moves upward with fingers extended and palm facing outward, covering the face, followed by a downward movement returning to the initial position.","The user performs a single hand gesture where the right hand, with fingers extended and close together, moves upward in front of the face, rotates slightly, and then moves downward to its initial position.","The user performs two sequential gestures: first, raising the right hand with fingers spread and palm facing outward, followed by lowering the hand and forming a fist while moving it slightly downward.","The user performs a gesture by raising one hand, with the index finger extended and touching the side of the nose, while the other fingers are curled inward."
p_044,"The user performs a sequence of gestures involving the right hand moving upward with fingers slightly spread, transitioning to a two-finger upward motion, followed by a downward movement, and returning to a resting position.","The user performs a gesture with the right hand raised, fingers slightly bent, moving vertically near the head, followed by lowering the hand back to the table.","The user performs a gesture by raising their right hand, extending the index finger while the other fingers remain curled, moving the hand upward and then toward the face, briefly touching the face near the mouth or chin, before lowering the hand back to the table.","The user performs a gesture by raising their right hand, pointing upward with the index finger extended, followed by a movement where the hand briefly touches the face near the cheek or chin.","The user performs a sequence of gestures starting with raising the right hand and pointing the index finger upward, followed by extending the hand forward with the palm facing outward, and concluding with a downward motion of the hand into a fist.","The user performs a sequence of gestures starting with pointing using the index finger extended upward, transitioning to a thumbs-up gesture with the thumb extended upward, and then returning to a resting position.","The user performs a gesture with the right hand raised, pinching the thumb and index finger together, followed by a downward motion, and then returns both hands to a resting position.","The user performs a sequence of gestures including raising both thumbs upward, spreading both hands with palms facing forward, and moving both index fingers in a tapping motion, followed by returning to a resting position."
p_045,"The user performs a gesture by raising their right hand with fingers extended and palm facing forward, followed by a downward motion of the hand.","The user performs a sequence of gestures involving raising the right hand with fingers extended and palm facing forward, followed by lowering the hand and forming a loose fist with a downward motion.","The user performs a gesture by raising one hand to cover the lower part of their face with the palm, fingers extended and slightly curved, followed by lowering the hand back down.","The user performs a gesture by raising one hand to touch the face near the mouth, followed by a sweeping motion outward with the same hand.","The user performs a sequence of gestures involving raising one hand to touch the forehead, covering the face with the palm, and then lowering the hand while making a waving motion.","The user performs a sequence of gestures starting with raising the hand to touch the forehead, covering the face with the palm, and then moving the hand away in a waving motion.","The user performs a single hand gesture characterized by an open hand with fingers spread, palm facing forward, and a repetitive side-to-side waving motion.","The user performs a waving gesture with one hand, characterized by an open palm facing outward and side-to-side motion."
p_046,"The user performs a waving gesture with one hand, characterized by an open palm and fingers spread, moving side-to-side, followed by a brief pause and a gesture with raised fingers in a stationary position.","The user performs a single hand gesture where the right hand is raised with fingers slightly spread and curved, moving briefly upward and then downward.",The user performs a gesture where one hand is held horizontally with fingers extended and the other hand moves back and forth above it in a horizontal motion.,"The user performs a single hand gesture characterized by the right hand moving upward with fingers extended and slightly spread, followed by a waving motion side-to-side.",The user performs a waving gesture with an open hand followed by a forward-facing palm gesture and concludes with a fist motion directed towards the chest.,"The user performs a gesture with one hand raised, fingers spread apart, palm facing forward, and moves the hand slightly side to side.","The user performs a single hand gesture by raising the right hand with fingers extended and palm facing forward, followed by a brief waving motion.","The user performs a waving gesture with one hand, characterized by an open palm facing outward and side-to-side motion."
p_047,"The user performs a sequence of gestures starting with the right hand raised vertically with fingers extended and palm facing outward, followed by a gradual lowering of the hand while maintaining the extended fingers, and concludes with both hands clasped together.","The user performs two sequential gestures: first, the right hand moves upward with fingers slightly curved, touching the forehead and then transitioning to a salute-like pose; second, the hand lowers and moves horizontally, palm facing downward, before returning to a resting position.","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then lowers it back to the resting position.","The user performs a sequence of gestures involving raising the right hand with fingers spread, transitioning to a partial curl of the fingers, followed by pointing with the index finger, and then lowering the hand.","The user performs a gesture by raising one hand with fingers spread apart, followed by a movement where the hand transitions to a pinching pose near the face.","The user performs a sequence of gestures involving both hands raised with fingers spread apart, moving slightly outward and inward, followed by a transition to both hands forming a pinching motion with thumbs and index fingers, and then lowering the hands back to a resting position.","The user performs a single hand gesture by raising the right hand with fingers extended and palm facing forward, followed by lowering the hand back to the initial position.","The user performs a sequence of gestures: first, the right hand moves upward with fingers extended and slightly curved, then both hands cross at the wrists with fingers extended and pointing upward, maintaining this crossed position before returning to rest."
p_048,"The user performs a sequence of gestures involving the right hand, starting with a fist that transitions into a vertical open hand with fingers slightly spread and touching the side of the head, followed by a circular motion of the hand near the face, and ending with a tapping motion on the table.","The user performs two combined gestures: the right hand moves upward with the index finger extended and held near the mouth, while the left hand moves upward with fingers loosely curled and oscillates back and forth.","The user performs a sequence of gestures involving clapping hands together multiple times, followed by placing both hands on the sides of the head with fingers spread and touching the head.","The user performs a sequence of gestures involving rapid hand movements with fingers loosely extended, transitioning to both hands raised near the head with fingers pinched, followed by upward and outward arm motions with open hands, and concluding with circular hand movements near the table.","The user performs a sequence of gestures: first, the right hand moves upward to cover the forehead with the palm facing inward, then the hand moves away from the forehead and returns to a resting position.","The user performs a sequence of gestures involving the right hand moving rapidly to touch the side of the head, followed by an upward motion above the head, and then returning to the table.","The user performs a gesture with the right hand, raising it vertically with fingers extended and palm facing forward, followed by a waving motion side-to-side, and then returns to the resting position.","The user performs a sequence of gestures involving rapid upward and downward movements of the right hand with fingers loosely extended, followed by a stationary pose with the right hand resting near the side of the face, palm facing downward, and fingers slightly curved."
p_049,"The user performs a gesture by raising their right hand, fingers slightly spread, and placing it near the right side of their head, maintaining contact with the ear area before moving the hand away.","The user performs a gesture sequence where the right hand touches the side of the head, followed by the left hand moving forward with fingers extended and palm facing outward, and then the right hand remains in contact with the head.","The user raises their hand, extends the index finger vertically, and positions it near their face without touching.","The user raises their right hand with fingers slightly spread, moves it towards the right side of their head, briefly touches their ear with the palm facing forward, and then moves the hand away.","The user performs a gesture by crossing both hands in front of their face with palms facing outward and fingers extended, forming an ""X"" shape, and then returns to a resting position.",The user performs a gesture sequence involving both hands moving together in a rapid clapping motion followed by an outward spreading motion with palms facing outward and fingers extended.,The user performs a single hand gesture by raising one hand vertically with fingers extended and palm facing forward.,"The user performs a waving gesture with one hand, characterized by an open palm, fingers extended and slightly spread, moving side to side in a repeated motion."
p_050,"The user performs a gesture with the right hand raised, fingers spread and slightly curved, palm facing upward, followed by a downward movement and a brief flicking motion of the fingers.","The user alternates between a raised open hand with fingers spread, oriented vertically, and a pointing gesture with the index finger extended, moving slightly forward and downward.","The user performs a sequence of gestures starting with the right hand raised and fingers slightly spread, transitioning to both hands forming ""OK"" signs with thumb and index finger touching while other fingers are extended, followed by slight movements of the ""OK"" signs, and ending with the hands returning downward.","The user performs a gesture with one hand, raising it with fingers slightly curled and moving it back and forth in a subtle waving motion.","The user performs a gesture sequence where the right hand, with fingers extended and palm facing outward, moves forward, followed by the left hand joining with fingers extended and palms facing outward, forming a parallel alignment, and then both hands retract slightly while maintaining the same orientation.","The user performs a sequence of gestures starting with both hands moving together in a clapping motion, followed by raising both hands with fingers spread and palms facing outward, and ending with waving motions of each hand separately.","The user performs a two-finger ""V"" gesture with the palm facing outward, transitions to raising a single index finger pointing upward, and then lowers the hand back to a resting position.","The user performs a waving gesture with one hand, moving it side to side with fingers extended and palm facing outward."
p_051,"The user performs a sequence of gestures involving the right hand moving upward with fingers slightly curled, transitioning to a pinching motion near the face, followed by pointing with the index finger, and finally returning to a relaxed downward motion.","The user performs a gesture with the right hand, raising it with the index finger extended and pointing forward, followed by a curling motion of the index finger.","The user raises their right hand, moves it towards their face, and places the fingers over the mouth area, maintaining this position briefly before lowering the hand back to the initial resting position.","The user performs a sequence of gestures: first, raising the right hand with fingers slightly bent and moving it towards the face, then touching the face with the fingertips near the mouth, and finally lowering the hand back to the initial position.","The user performs a waving gesture with the right hand, characterized by an open palm, fingers extended and slightly spread, moving side-to-side in a horizontal motion.","The user performs a waving gesture with the right hand, moving it side to side with fingers extended and palm facing outward.","The user performs a sequence of gestures, starting with raising the right hand vertically with fingers extended and palm facing forward, followed by lowering the hand and briefly touching the face near the mouth with the fingertips.","The user performs a sequence of gestures starting with a clenched fist raised and moved slightly upward, followed by a downward tapping motion with the fist, and ending with both hands clasped together in front."
p_052,"The user performs a sequence of gestures involving one hand alternately opening with fingers extended and closing into a loose fist, combined with a vertical waving motion near the head.","The user performs a sequence of gestures starting with raising the right hand to head level with fingers extended and palm facing outward, followed by a downward motion of the hand with palm facing downward, and then returns to a resting position.","The user raises their right hand, touches their face with the index finger extended vertically near the lips, holds the position briefly, and then lowers the hand.","The user performs a gesture where the right hand moves upward, briefly touches the side of the head near the ear, and remains in contact while slightly adjusting its position.","The user performs a sequence of gestures, starting with the right hand moving upward with fingers slightly spread, transitioning to touching the face with the palm covering the forehead, and then lowering the hand back down.","The user performs a sequence of gestures involving raising one hand to touch the side of the head, sliding it across the forehead, then lifting it off the head and making a rapid waving motion outward.","The user performs a gesture with the right hand, raising it with fingers spread and palm facing outward, followed by a waving motion side-to-side.","The user performs a single hand gesture characterized by the right hand moving upward with fingers extended and slightly spread, followed by a downward motion, while the left hand remains stationary."
p_053,"The user raises their right hand with fingers spread and palm facing outward, moves it near their ear, and then lowers it back to the initial position.","The user performs a sequence of gestures involving rapid upward and downward movements of both hands with fingers extended, followed by the left hand pointing downward while the right hand touches the side of the head, and concludes with clapping both hands together.","The user performs a sequence of gestures involving rapid upward and downward hand movements with both hands, followed by pointing with the right index finger toward the face while the left hand points downward, and concludes with a resting position.","The user performs a sequence of gestures starting with the right hand covering the mouth, followed by the right hand moving away from the face in an open palm upward orientation, and ending with the hand returning to a resting position.","The user performs a sequence of gestures including clapping hands, raising both thumbs upward, crossing index fingers, pointing with one index finger while raising the other hand to the face, and finally clapping hands again.","The user performs a sequence of gestures involving clasped hands moving up and down, thumbs extended upward while fists move vertically, and a single hand forming a thumbs-up gesture.","The user performs a gesture with the right hand, initially pointing upward with the index finger extended and other fingers curled, followed by a downward sweeping motion.","The user performs a sequence of gestures starting with hands pressed together in front of the chest, transitioning to both hands raised with fingers spread and palms facing outward, followed by a clapping motion, and ending with hands pressed together again."
p_054,"The user performs a waving gesture with an open hand followed by raising the index finger upward while the other fingers are curled, maintaining the hand's vertical orientation.","The user raises their right hand with fingers extended and palm facing forward, holds it steady, and then gradually lowers the hand while maintaining the same orientation.","The user performs a sequence of gestures: first, the right hand moves vertically near the face with fingers extended, followed by the right hand touching the lips with fingers together and then moving away in a forward motion.","The user performs a sequence of gestures: first, the right hand moves upward to touch the chin with fingers extended, then transitions to covering the mouth with the palm, followed by a waving motion with the right hand, and finally ends with the hand raised upright with fingers extended and stationary.","The user performs a sequence of gestures starting with a hand wave characterized by an open palm facing forward and fingers spread, followed by a rapid side-to-side motion of the hand, and concludes with crossing one arm over the chest.","The user performs a sequence of gestures involving the right hand moving horizontally across the body, followed by raising the arm vertically with fingers extended, and concluding with a rapid waving motion of the hand.","The user performs a waving gesture with the right hand, starting with the palm facing forward and fingers extended, followed by a rapid side-to-side motion, transitioning into a downward sweeping motion.","The user performs a sequence of gestures involving rapid upward and downward movements of both hands with fingers spread, followed by a gesture where both hands come together in front of the body with fingers interlocked or touching."
p_055,"The user performs a gesture with the right hand, forming a loose fist and moving it in an upward and downward motion near the head.","The user performs a single hand gesture characterized by raising the right hand vertically with fingers extended and palm facing outward, followed by a downward motion transitioning into a series of smaller oscillating movements with the hand partially closed.","The user performs a gesture where the right hand, with fingers curled into a loose fist, moves upward and briefly touches the side of the head near the temple before returning to a lower position.","The user performs a sequence of gestures involving the right hand moving upward with a loose fist, transitioning to a hand pose with fingers slightly extended near the face, and then returning to a loose fist while moving downward.","The user performs a sequence of gestures starting with a rapid upward motion of the right hand, transitioning to covering the face with the right hand, and then moving the hand away in a downward motion.","The user performs a sequence of gestures starting with an open hand facing upward, transitioning to covering their face with the palm, and ending with a waving motion of the hand.","The user performs a single hand gesture, raising the right hand with fingers extended and palm facing outward, followed by a waving motion.","The user performs a single hand gesture characterized by the right hand raised with fingers spread, palm facing outward, and a repetitive side-to-side waving motion."
p_056,"The user raises their right hand with the index finger extended upward, maintaining a vertical orientation, and performs a slight upward and downward motion.","The user performs a gesture with one hand moving up and down repeatedly, fingers slightly curled, and the hand oriented downward.","The user performs a gesture by raising one hand with the index finger extended vertically, touching the lips, followed by lowering the hand.","The user raises their right hand with the index finger extended vertically, touching the lips, and then lowers the hand back to a resting position.","The user performs a single hand gesture characterized by an open hand with fingers extended, moving in a sweeping motion from right to left in front of the body.","The user performs a rapid waving gesture with one hand, moving it side to side in front of their body.","The user raises their right hand with fingers extended and palm facing outward, then transitions to a downward motion with a closed fist.","The user performs a gesture where both hands move upward, cross at the wrists with fingers extended, and then rotate and uncross while maintaining upward motion."
p_057,"The user performs a gesture where the right hand moves upward with a bent index finger pointing towards the face, briefly touching the area near the mouth, and then returns to the initial position.","The user performs a sequence of gestures involving raising the right hand with the index finger extended near the face, followed by a fist motion near the chin, and then returns to a resting position.","The user performs a gesture with the right hand, raising it to head level, forming a pinch-like pose with the thumb and index finger, and briefly holding it near the face before lowering it.","The user performs a gesture where the right hand, with fingers slightly curled, moves upward and briefly touches the face near the mouth before returning to its initial position.","The user performs a gesture by raising one hand with fingers extended and palm facing forward, holding it steady before lowering it.","The user performs a sequence of gestures including raising the right hand with fingers extended and palm facing forward, followed by raising the right hand with a closed fist and index finger extended upward, and then returning to a neutral position.","The user raises their right hand with the index finger extended upward while the other fingers are curled, holding this pose briefly before lowering the hand.","The user performs a waving gesture with the right hand, followed by a movement where the right hand touches the left shoulder."
